scenario,closure_id,source,category_norm,passability_norm,status_norm,reason_norm,title,road_name,locality,description,restrictions_text,source_event_id,raw_advice,raw_event_type,raw_event_subtype,raw_impact_type,raw_impact_subtype,raw_properties_json,geometry_type,matched_edges,nearest_edge_m,confidence,match_status,notes,url
all_blocking,qld.qldtraffic.0b3551e42a611966f64b,qldtraffic,road_closed,impassable,active,unknown,,Camerons Corner Road,Cameron Corner / Tibooburra,Avoid the area | Road closed to all traffic,Avoid the area,780316,Avoid the area,Hazard,Road damage,Closures,Road closed to all traffic,"{""id"": 780316, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""EPS"", ""source_id"": null, ""account"": null, ""provided_by"": ""Department of Transport and Main Roads"", ""provided_by_url"": ""https://qldtraffic.qld.gov.au""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/780316"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Boggy conditions"", ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": ""Delays expected""}, ""duration"": {""start"": ""2026-02-06T07:40:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": null, ""advice"": ""Avoid the area"", ""information"": null, ""road_summary"": {""road_name"": ""Camerons Corner Road"", ""locality"": ""Cameron Corner / Tibooburra"", ""postcode"": ""4492"", ""local_government_area"": ""Bulloo Shire"", ""district"": ""South West""}, ""last_updated"": ""2026-09-20T00:09:13.260491+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,6,0.0,high,matched,"line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 4 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; rejected cross/short-touch=2; no graph road-name match; used strict distance-only body matching; line: blocked 4 of 10 candidate edge(s) within 10m; name-confirmed=0; distance-body=4; rejected endpoint-no-bleed=2, cross/short-touch=4; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching; line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching",https://api.qldtraffic.qld.gov.au/v2/events/780316
all_blocking,qld.qldtraffic.78122eb3ca8e33ecc8f2,qldtraffic,road_closed,impassable,active,flood,,Riversleigh Road,Lawn Hill,Gregory Downs - Camooweal Road to Old Herbert Vale Road (Mount Isa LGA Only) | Road closed to all traffic,Do not drive in flood waters,783356,Do not drive in flood waters,Flooding,Long-term flooding,Closures,Road closed to all traffic,"{""id"": 783356, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""EPS"", ""source_id"": null, ""account"": null, ""provided_by"": ""Department of Transport and Main Roads"", ""provided_by_url"": ""https://qldtraffic.qld.gov.au""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/783356"", ""image"": null, ""event_type"": ""Flooding"", ""event_subtype"": ""Long-term flooding"", ""event_due_to"": null, ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": ""Long delays expected""}, ""duration"": {""start"": ""2026-02-25T09:20:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Low"", ""description"": ""Gregory Downs - Camooweal Road to Old Herbert Vale Road (Mount Isa LGA Only)"", ""advice"": ""Do not drive in flood waters"", ""information"": null, ""road_summary"": {""road_name"": ""Riversleigh Road"", ""locality"": ""Lawn Hill"", ""postcode"": ""4825"", ""local_government_area"": ""Mount Isa City"", ""district"": ""North West""}, ""last_updated"": ""2026-09-19T22:51:16.980121+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,14,0.0,high,matched,"line: blocked 14 of 18 candidate edge(s) within 10m; name-confirmed=0; distance-body=14; rejected cross/short-touch=2, angle-mismatch=2; no graph road-name match; used strict distance-only body matching",https://api.qldtraffic.qld.gov.au/v2/events/783356
all_blocking,qld.qldtraffic.bd1ec70da52f242c7f82,qldtraffic,road_closed,impassable,active,unknown,,Wetheron Road,Bon Accord,Bon Accord Bridge | Road closed to all traffic,Use alternative route,787168,Use alternative route,Hazard,Bridge or culvert damaged,Closures,Road closed to all traffic,"{""id"": 787168, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""504a93d0-2cd7-4cb3-976c-5f3e6a726c40"", ""account"": ""35760"", ""provided_by"": ""North Burnett Regional Council "", ""provided_by_url"": ""https://www.northburnett.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/787168"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Bridge or culvert damaged"", ""event_due_to"": null, ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": ""Long delays expected""}, ""duration"": {""start"": ""2026-03-09T07:00:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Bon Accord Bridge "", ""advice"": ""Use alternative route"", ""information"": null, ""road_summary"": {""road_name"": ""Wetheron Road"", ""locality"": ""Bon Accord"", ""postcode"": ""4625"", ""local_government_area"": ""North Burnett Regional"", ""district"": ""Wide Bay/Burnett""}, ""last_updated"": ""2026-06-22T09:54:01.675811+10:00"", ""next_inspection"": ""2027-09-03T09:51:00+10:00"", ""web_link"": null, ""alert_message"": null}",MultiPoint,2,2.2,high,matched,point: blocked 2 edge(s) within 75m,https://api.qldtraffic.qld.gov.au/v2/events/787168
all_blocking,qld.qldtraffic.f86be34ccf786f961abb,qldtraffic,road_closed,impassable,active,flood,,Banana Mungi Road,Banana,Avoid the area | Road closed to all traffic,Avoid the area,787707,Avoid the area,Hazard,Road damage,Closures,Road closed to all traffic,"{""id"": 787707, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""731961dc-93cc-4764-b5bc-e2b889524945"", ""account"": ""30370"", ""provided_by"": ""Banana Shire Council"", ""provided_by_url"": ""https://emd.banana.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/787707"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Earlier flooding"", ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": """"}, ""duration"": {""start"": ""2026-03-12T10:30:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": null, ""advice"": ""Avoid the area"", ""information"": null, ""road_summary"": {""road_name"": ""Banana Mungi Road"", ""locality"": ""Banana"", ""postcode"": ""4702"", ""local_government_area"": ""Banana Shire"", ""district"": ""Fitzroy""}, ""last_updated"": ""2026-06-18T09:44:02.036084+10:00"", ""next_inspection"": ""2026-09-07T08:55:00+10:00"", ""web_link"": null, ""alert_message"": null}",MultiLineString,2,2.3,high,matched,line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching,https://api.qldtraffic.qld.gov.au/v2/events/787707
all_blocking,qld.qldtraffic.0cc5d251bf8a8cfb5d25,qldtraffic,road_closed,impassable,active,flood,,Mount Sunlight Road,Humboldt,Mount Sunlight Road is closed to through traffic due to road damage | Road closed to through traffic,Changed traffic conditions,788811,Changed traffic conditions,Hazard,Road damage,Closures,Road closed to through traffic,"{""id"": 788811, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""8c0ec22c-f5b6-4a84-a054-a10b4e1ce675"", ""account"": ""32270"", ""provided_by"": ""Central Highlands Regional Council"", ""provided_by_url"": ""https://beprepared.chrc.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/788811"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Earlier flooding"", ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to through traffic"", ""delay"": """"}, ""duration"": {""start"": ""2026-03-16T16:15:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Mount Sunlight Road is closed to through traffic due to road damage"", ""advice"": ""Changed traffic conditions"", ""information"": null, ""road_summary"": {""road_name"": ""Mount Sunlight Road"", ""locality"": ""Humboldt"", ""postcode"": ""4702"", ""local_government_area"": ""Central Highlands Regional"", ""district"": ""Fitzroy""}, ""last_updated"": ""2026-03-23T14:18:02.243594+10:00"", ""next_inspection"": ""2026-03-24T16:15:00+10:00"", ""web_link"": null, ""alert_message"": null}",MultiPoint,2,3.1,high,matched,point: blocked 2 edge(s) within 75m,https://api.qldtraffic.qld.gov.au/v2/events/788811
all_blocking,qld.qldtraffic.b3f20e2a92abdce89c2f,qldtraffic,road_closed,impassable,active,unknown,,Fishermans Pocket Road,Chatsworth / Fishermans Pocket,Fishermans Pocket Road closed between Dobbos Road and Fishermans Pocket Road No 1 due to culvert damage. | Road closed to all traffic,Use alternative route,788898,Use alternative route,Hazard,Bridge or culvert damaged,Closures,Road closed to all traffic,"{""id"": 788898, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""959e6100-2635-4d04-92b9-e8f4e9415cb1"", ""account"": ""33620"", ""provided_by"": ""Gympie Regional Council"", ""provided_by_url"": ""http://www.gympie.qld.gov.au""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/788898"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Bridge or culvert damaged"", ""event_due_to"": null, ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": """"}, ""duration"": {""start"": ""2026-03-17T06:45:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Fishermans Pocket Road closed between Dobbos Road and Fishermans Pocket Road No 1 due to culvert damage. "", ""advice"": ""Use alternative route"", ""information"": null, ""road_summary"": {""road_name"": ""Fishermans Pocket Road"", ""locality"": ""Chatsworth / Fishermans Pocket"", ""postcode"": ""4570"", ""local_government_area"": ""Gympie Regional"", ""district"": ""Wide Bay/Burnett""}, ""last_updated"": ""2026-09-10T14:36:07.987463+10:00"", ""next_inspection"": ""2026-10-12T14:35:00+10:00"", ""web_link"": null, ""alert_message"": null}",MultiLineString,2,0.0,high,matched,"line: blocked 2 of 8 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; rejected endpoint-no-bleed=2, cross/short-touch=4; no graph road-name match; used strict distance-only body matching",https://api.qldtraffic.qld.gov.au/v2/events/788898
all_blocking,qld.qldtraffic.cde36f8cc37344b8392e,qldtraffic,restricted,passable_with_conditions,active,unknown,,Rykers Road,Cape Tribulation,"Cape Tribulation, Bloomfield Road from Cape Tribulation through to Wujal Wujal is OPEN to traffic 4WD advised and drive to weather conditions. | Restricted to four wheel drive vehicles only",Motorists are urged to show patience,790215,Motorists are urged to show patience,Hazard,Adverse driving conditions,Road restricted,Restricted to four wheel drive vehicles only,"{""id"": 790215, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""9252024d-9ffe-4502-968c-2cfdd50cd99a"", ""account"": ""32810"", ""provided_by"": ""Douglas Shire Council"", ""provided_by_url"": ""https://douglas.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/790215"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Adverse driving conditions"", ""event_due_to"": ""Slippery surface"", ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Road restricted"", ""impact_subtype"": ""Restricted to four wheel drive vehicles only"", ""delay"": ""Delays expected""}, ""duration"": {""start"": ""2026-03-23T06:15:00+10:00"", ""end"": ""2026-12-04T09:01:00+10:00"", ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Cape Tribulation, Bloomfield Road from Cape Tribulation through to Wujal Wujal is OPEN to traffic 4WD advised and drive to weather conditions."", ""advice"": ""Motorists are urged to show patience"", ""information"": null, ""road_summary"": {""road_name"": ""Rykers Road"", ""locality"": ""Cape Tribulation"", ""postcode"": ""4873"", ""local_government_area"": ""Douglas Shire"", ""district"": ""Far North""}, ""last_updated"": ""2026-06-03T04:22:01.776634+10:00"", ""next_inspection"": ""2026-02-12T04:20:00+10:00"", ""web_link"": null, ""alert_message"": null}",MultiPoint,2,2.9,high,matched,point: blocked 2 edge(s) within 75m,https://api.qldtraffic.qld.gov.au/v2/events/790215
all_blocking,qld.qldtraffic.c5b15c1c02cdffc8ff20,qldtraffic,road_closed,impassable,active,unknown,,Mountain View Drive,Plainland,Part Shoulder Closed - Road Damage - Observe Signage | Lane or lanes reduced,Observe signage,797741,Observe signage,Hazard,Road damage,Lanes affected,Lane or lanes reduced,"{""id"": 797741, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""97125c09-c560-491f-a048-4c4c2ad169a8"", ""account"": ""34580"", ""provided_by"": ""Lockyer Valley Regional Council"", ""provided_by_url"": ""https://www.lockyervalley.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/797741"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Rough surface"", ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Lanes affected"", ""impact_subtype"": ""Lane or lanes reduced"", ""delay"": ""No delays expected""}, ""duration"": {""start"": ""2026-04-28T08:30:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Part Shoulder Closed - Road Damage - Observe Signage"", ""advice"": ""Observe signage"", ""information"": null, ""road_summary"": {""road_name"": ""Mountain View Drive"", ""locality"": ""Plainland"", ""postcode"": ""4341"", ""local_government_area"": ""Lockyer Valley Regional"", ""district"": ""Darling Downs""}, ""last_updated"": ""2026-09-07T06:12:03.097939+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,2,0.8,high,matched,line: blocked 2 of 2 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; no graph road-name match; used strict distance-only body matching,https://api.qldtraffic.qld.gov.au/v2/events/797741
all_blocking,qld.qldtraffic.93b8161eff698c56206e,qldtraffic,road_closed,impassable,active,unknown,,Tickalara Road / Wompah Gate Road,Cameron Corner,Avoid the area | Road closed to all traffic,Avoid the area,822851,Avoid the area,Hazard,Road damage,Closures,Road closed to all traffic,"{""id"": 822851, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""963824f1-71d7-4266-92d6-5497dfe118b6"", ""account"": ""31750"", ""provided_by"": ""Bulloo Shire Council"", ""provided_by_url"": ""https://www.bulloo.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/822851"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Boggy conditions"", ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": ""Delays expected""}, ""duration"": {""start"": ""2026-05-18T08:22:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": null, ""advice"": ""Avoid the area"", ""information"": null, ""road_summary"": {""road_name"": ""Tickalara Road / Wompah Gate Road"", ""locality"": ""Cameron Corner"", ""postcode"": ""4492"", ""local_government_area"": ""Bulloo Shire"", ""district"": ""South West""}, ""last_updated"": ""2026-09-18T08:52:14.853218+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,2,0.0,high,matched,line: blocked 2 of 4 candidate edge(s) within 10m; name-confirmed=0; distance-body=2; rejected cross/short-touch=2; no graph road-name match; used strict distance-only body matching,https://api.qldtraffic.qld.gov.au/v2/events/822851
all_blocking,qld.qldtraffic.3a44e589be643db3d566,qldtraffic,road_closed,impassable,active,unknown,,Bulloo Downs Road / Bulloo Developmental Road / Tickalara Road,Bulloo Downs / Cameron Corner / Thargomindah,Avoid the area | Road closed to all traffic,Avoid the area,823606,Avoid the area,Hazard,Road damage,Closures,Road closed to all traffic,"{""id"": 823606, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""Guardian"", ""source_id"": ""339a81a2-ef90-4ea4-814c-b28feaff09b9"", ""account"": ""31750"", ""provided_by"": ""Bulloo Shire Council"", ""provided_by_url"": ""https://www.bulloo.qld.gov.au/""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/823606"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Road damage"", ""event_due_to"": ""Deep wheel tracks"", ""impact"": {""direction"": ""All directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to all traffic"", ""delay"": ""Delays expected""}, ""duration"": {""start"": ""2026-08-25T11:49:00+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": null, ""advice"": ""Avoid the area"", ""information"": null, ""road_summary"": {""road_name"": ""Bulloo Downs Road / Bulloo Developmental Road / Tickalara Road"", ""locality"": ""Bulloo Downs / Cameron Corner / Thargomindah"", ""postcode"": ""4492"", ""local_government_area"": ""Bulloo Shire"", ""district"": ""South West""}, ""last_updated"": ""2026-09-18T08:52:57.507282+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,18,0.0,high,matched,"line: blocked 18 of 28 candidate edge(s) within 10m; name-confirmed=0; distance-body=18; rejected cross/short-touch=6, angle-mismatch=4; no graph road-name match; used strict distance-only body matching",https://api.qldtraffic.qld.gov.au/v2/events/823606
all_blocking,qld.qldtraffic.79029e4b44e338f5927d,qldtraffic,road_closed,impassable,active,unknown,,King Arthur Terrace,Tennyson,Full closure from Godiva Avenue to Softstone Street | Road closed to through traffic,Avoid the area,828171,Avoid the area,Special event,N/A,Closures,Road closed to through traffic,"{""id"": 828171, ""area_alert"": false, ""status"": ""Published"", ""published"": ""2026-09-15T14:27:00+10:00"", ""source"": {""source_name"": ""EPS"", ""source_id"": null, ""account"": null, ""provided_by"": ""Brisbane City Council"", ""provided_by_url"": ""https://www.brisbane.qld.gov.au""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/828171"", ""image"": null, ""event_type"": ""Special event"", ""event_subtype"": ""N/A"", ""event_due_to"": null, ""impact"": {""direction"": ""Both directions"", ""towards"": null, ""impact_type"": ""Closures"", ""impact_subtype"": ""Road closed to through traffic"", ""delay"": ""Delays expected (during active hours)""}, ""duration"": {""start"": ""2026-09-19T06:00:00+10:00"", ""end"": ""2026-09-20T18:00:00+10:00"", ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Medium"", ""description"": ""Full closure from Godiva Avenue to Softstone Street"", ""advice"": ""Avoid the area"", ""information"": ""There will be a full road closure of King Arthur Terrace, Yeerongpilly, continuously from 6am on Saturday 19 to 6pm on Sunday 20 September 2026 for the Davis Cup Tennis Tournament. This closure is between Godiva Avenue and Softstone Street. In addition, the intersection of Godiva Avenue and Queens Way, will also be fully closed. Diversions will be in place and assistance will be provided by accredited traffic controllers. Motorists are advised to expect delays and should use alternate routes where possible."", ""road_summary"": {""road_name"": ""King Arthur Terrace"", ""locality"": ""Tennyson"", ""postcode"": ""4105"", ""local_government_area"": ""Brisbane City"", ""district"": ""Metropolitan""}, ""last_updated"": ""2026-09-15T14:40:40.277384+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiLineString,12,0.0,high,matched,line: blocked 12 of 16 candidate edge(s) within 10m; name-confirmed=0; distance-body=12; rejected cross/short-touch=4; no graph road-name match; used strict distance-only body matching,https://api.qldtraffic.qld.gov.au/v2/events/828171
all_blocking,qld.qldtraffic.996d53b83eb1fe740e20,qldtraffic,road_closed,impassable,active,crash,,Princes Highway,Boydtown,CRASH  BOYDTOWN Princes Highway is closed in both directions,,829125,,Hazard,Adverse driving conditions,N/A,,"{""id"": 829125, ""area_alert"": false, ""status"": ""Published"", ""published"": null, ""source"": {""source_name"": ""TfNSW"", ""source_id"": ""288545"", ""account"": null, ""provided_by"": ""Transport for NSW"", ""provided_by_url"": ""http://www.livetraffic.com""}, ""url"": ""https://api.qldtraffic.qld.gov.au/v2/events/829125"", ""image"": null, ""event_type"": ""Hazard"", ""event_subtype"": ""Adverse driving conditions"", ""event_due_to"": null, ""impact"": {""direction"": ""Both directions"", ""towards"": """", ""impact_type"": ""N/A"", ""impact_subtype"": null, ""delay"": null}, ""duration"": {""start"": ""2026-09-19T22:08:21+10:00"", ""end"": null, ""active_days"": null, ""recurrences"": null}, ""event_priority"": ""Low"", ""description"": ""CRASH  BOYDTOWN Princes Highway is closed in both directions"", ""advice"": null, ""information"": null, ""road_summary"": {""road_name"": ""Princes Highway"", ""locality"": ""Boydtown"", ""postcode"": ""2551"", ""local_government_area"": ""Nsw"", ""district"": ""NSW""}, ""last_updated"": ""2026-09-19T23:34:54.46599+10:00"", ""next_inspection"": null, ""web_link"": null, ""alert_message"": null}",MultiPoint,0,,unmatched,unmatched,point: no edge within max snap distance,https://api.qldtraffic.qld.gov.au/v2/events/829125
